"songId"	"title"	"author"	"category"	"segment1"	"segment2"	"segment3"	"segment4"	"segment5"	"segment6"	"segment7"	"segment8"
"SDAH_339"	"339. God Is My Strong Salvation"	""	"SDA Hymnal (SDAH)"	"God is my strong salvation,
What foe have I to fear?
In darkness and temptation,
My Light, my Help, is near:
Though hosts encamp around me,
Firm in the fight I stand;
What terror can confound me,
With God at my right hand?"	"Place on the Lord reliance;
My soul with courage wait;
His truth be thine affiance,
When faint and desolate.
His might thy heart shall strengthen,
His love thy joy increase;
Mercy thy days shall lengthen;
The Lord will give thee peace."	""	""	""	""	""	""
"SDAH_340"	"340. Jesus Saves"	""	"SDA Hymnal (SDAH)"	"We have heard a joyful sound,
Jesus saves, Jesus saves;
Spread the gladness all around,
Jesus saves, Jesus saves;
Bear the news to every land,
Climb the steeps and cross the waves,
Onward, 'tis our Lord's command,
Jesus saves, Jesus saves."	"Waft it on the rolling tide,
Jesus saves, Jesus saves;
Tell to sinners, far and wide,
Jesus saves, Jesus saves;
Sing, ye islands of the sea.
Echo back, ye ocean caves,
Earth shall keep her jubilee,
Jesus saves, Jesus saves."	"Sing above the battle's strife,
Jesus saves, Jesus saves;
By His death and endless life,
Jesus saves, Jesus saves;
Sing it softly through the gloom,
When the heart for mercy craves,
Sing in triumph o'er the tomb,
Jesus saves, Jesus saves."	"Give the winds a mighty voice,
Jesus saves, Jesus saves;
Let the nations now rejoice,
Jesus saves, Jesus saves;
Shout salvation full and free,
Highest hills and deepest caves,
This our song of victory,
Jesus saves, Jesus saves."	""	""	""	""
"SDAH_341"	"341. To God Be the Glory"	"Fanny J. Crosby, 1875 (1820 - 1915)"	"SDA Hymnal (SDAH)"	"To God be the glory, great things He hath done;
So loved He the world that He gave us His Son,
Who yielded His life an atonement for sin,
And opened the life gate that all may go in."	"Praise the Lord, praise the Lord,
Let the earth hear His voice;
Praise the Lord, praise the Lord,
Let the people rejoice;
O come to the Father, through Jesus the Son,
And give Him the glory, great things He hath done."	"O perfect redemption, the purchase of blood,
To every believer the promise of God;
The vilest offender who truly believes,
That moment from Jesus a pardon receives."	"Great things He hath taught us, great things He hath done,
And great our rejoicing through Jesus the Son;
But purer, and higher, and greater will be
Our wonder, our transport, when Jesus we see."	""	""	""	""
"SDAH_342"	"342. Is This a Day of New Beginnings?"	""	"SDA Hymnal (SDAH)"	"Is this a day of new beginnings,
Time to remember and move on,
Time to believe what love is bringing,
Laying to rest the pain that's gone?"	"How can the seasons of a planet
Mindlessly spinning round its sun
With just a human name and number
Say that some new thing has begun?"	"Yet thro' the life and death of Jesus
Love's mighty Spirit, now as then,
Can make for us a world of difference
As faith and hope are born again."	"Then let us, with the Spirit's daring,
Step from the past and leave behind
Its disappointment, guilt, and grieving,
Seeking new paths, and sure to find."	"Christ is alive, and goes before us
To show and share what love can do.
This is a day of new beginnings;
Our God is making all things new."	""	""	""
"SDAH_343"	"343. I Will Sing of My Redeemer"	""	"SDA Hymnal (SDAH)"	"I will sing of my Redeemer,
And His wondrous love to me;
On the cruel cross He suffered
From the curse to set me free."	"Sing, Oh, sing of my Redeemer,
With His blood He purchased me.
On the cross He sealed my pardon,
Paid the debt and made me free."	"I will tell the wondrous story,
How my lost estate to save,
In His boundless love and mercy,
He the ransom freely gave."	"I will sing of my Redeemer,
And His heav'nly love to me;
He from death to life hath brought me,
Son of God, with Him to be."	""	""	""	""
"SDAH_344"	"344. I Love Your Kingdom, Lord"	""	"SDA Hymnal (SDAH)"	"I love Your kingdom, Lord,
The house of Your abode,
The Church our blest Redeemer saved
With his own precious blood."	"I love Your Church, O God!
Her walls before Thee stand
Dear as the apple of Thine eye,
And graven on Thy hand."	"Beyond my highest joy
I prize her heavenly ways,
Its sweet communion, solemn vows,
Its hymns of love and praise."	"Sure as Your truth shall last,
To Zion shall be given
The brightest glories earth can yield,
And brighter bliss of heaven."	""	""	""	""
"SDAH_345"	"345. Christ Is the World's True Light"	""	"SDA Hymnal (SDAH)"	"Christ is the world's true light,
Its captain of salvation,
The daystar clear and bright
Of every man and nation;
New life, new hope awakes
Where'er men own His sway:
Freedom her bondage breaks,
And night is turned to day."	"In Christ all races meet,
Their ancient feuds forgetting,
The whole round world complete,
From sunrise to its setting:
When Christ is throned as Lord,
Men shall forsake their fear,
To plowshare beat the sword,
To pruning hook the spear."	"One Lord, in one great name
Unite us all who own Thee,
Cast out our pride and shame
That hinder to enthrone Thee;
The world has waited long,
Has travailed long in pain,
To heal its ancient wrong,
Come, Prince of Peace, and reign."	""	""	""	""	""
"SDAH_346"	"346. Lord, Who Dost Give to Thy Church"	""	"SDA Hymnal (SDAH)"	"Lord, who dost give to Thy church for its healing
Gifts, and the grace to sustain and renew,
Hear as we pray that today and each morrow
We to Thy purpose may show ourselves true."	"Clear be the voices of preachers and prophets
Fearlessly speaking the word of the Lord,
Word of redemption thro' God's Son incarnate,
Blessing for cursing, and peace for the sword."	"Tender and wise be the hearts of the pastors,
Guiding and guarding the souls in their care,
Firm with the wayward, a strength to the doubting,
Helping the needy their burdens to bear."	"May those who teach grow in knowledge and patience,
Guiding to wisdom the young and the old,
Training the worship and witness and service,
Foes to all falsehood, in truthfulness bold."	"Lord, ever give to us gifts in due measure,
Each needing other, and all having worth;
So to the Father, the Son, and the Spirit,
Glory be shown by the church here on earth."	""	""	""
"SDAH_347"	"347. Built on the Rock"	""	"SDA Hymnal (SDAH)"	"Built on the Rock the Church shall stand,
Even when steeples are falling;
Crumbled have spires in every land,
Bells still are chiming and calling —
Calling the young and old to rest,
Calling the souls of those distressed,
Longing for life everlasting."	"Not in our temples made with hands
God, the Almighty, is dwelling;
High in the heav'ns His temple stands,
All earthly temples excelling.
Yet He who dwells in heav'n above
Deigns to abide with us in love,
Making our bodies His temple."	"We are God's house of living stones,
Built for His own habitation;
He fills our hearts, His humble thrones,
Granting us life and salvation.
Were two or three to seek His face,
He in their midst would show His grace,
Blessings upon them bestowing."	"Yet in this house, an earthly frame,
Jesus His children is blessing;
Hither we come to praise His name,
Faith in our Savior confessing.
Jesus to us His Spirit sent,
Making with us His covenant,
Granting His children the kingdom."	"Thro' all the passing years, O Lord,
Grant that, when church bells are ringing,
Many may come to hear God's Word
Where He this promise is bringing:
I know My own, My own know Me:
You, not the world, My face shall see;
My peace I leave with you. Amen."	""	""	""
"SDAH_348"	"348. The Church Has One Foundation"	""	"SDA Hymnal (SDAH)"	"The church has one foundation,
'Tis Jesus Christ her Lord;
She is His new creation,
By water and the word;
From heaven He came and sought her
To be His holy bride;
With His own blood He bought her,
And for her life He died."	"Elect from every nation,
Yet one o'er all the earth,
Her charter of salvation,
One Lord, one faith, one birth;
One holy name she blesses,
Partakes one holy food,
And to one hope she presses,
With every grace endued."	"Though with a scornful wonder,
Men see her sore oppressed,
Though foes would rend asunder
The Rock where she doth rest,
Yet saints their faith are keeping;
Their cry goes up, ""How long?""
And soon the night of weeping
Shall be the morn of song."	"'Mid toil and tribulation,
And tumult of her war,
She waits the consummation
Of peace forevermore;
Till with the vision glorious
Her longing eyes are blest,
And the great church victorious
Shall be the church at rest."	""	""	""	""
"SDAH_349"	"349. God is Love"	""	"SDA Hymnal (SDAH)"	"Here in Christ we gather, love of Christ our calling.
Christ, our love, is with us, gladness be His greeting.
Let us fear Him, yes, and love Him, God eternal.
Loving Him, let each love Christ in all his brethren."	"God is love, and where true love is
God Himself is there."	"When we Christians gather, members of one body,
Let there be in us no discord but one spirit.
Banished now be anger, strife, and every quarrel.
Christ, our God, be always present here among us."	"Grant us love's fulfillment, joy with all the blessed,
When we see Your face, O Savior, in its glory.
Shine on us, O purest Light of all creation,
Be our bliss while endless ages sing Your praises."	""	""	""	""
"SDAH_350"	"350. Blest Be the Tie That Binds"	""	"SDA Hymnal (SDAH)"	"Blest be the tie that binds
Our hearts in Christian love!
The fellowship of kindred minds
Is like to that above."	"Before our Father's throne
We pour our ardent prayers;
Our fears, our hopes, our aims are one,
Our comforts, and our cares."	"We share our mutual woes,
Our mutual burdens bear,
And often for each other flows
The sympathizing tear."	"When we asunder part,
It gives us inward pain;
But we shall still be joined in heart,
And hope to meet again."	""	""	""	""
"SDAH_351"	"351. Thy Hand, O God Has Guided"	""	"SDA Hymnal (SDAH)"	"Thy hand, O God, has guided
Thy flock from age to age;
The wondrous tale is written
Full clear on every page;
Our fathers owned Thy goodness,
And we their deeds record;
And both of this bear witness,
One church, one faith, one Lord."	"Thy heralds brought glad tidings
To greatest as to least;
They bade men rise and hasten
To share the great King's feast:
And this was all their teaching,
In every deed and word,
To all alike proclaiming
One church, one faith, one Lord."	"When shadows thick were falling,
And all seemed sunk in night,
Thou, Lord, did send Thy servants,
Thy chosen sons of light.
On them and on Thy people
Thy plenteous grace was poured,
And this was still their message:
One church, one faith, one Lord."	"Thy mercy will not fail us,
Nor leave Thy work undone;
With Thy right hand to help us,
The vict'ry shall be won;
And then by men and angels
Thy name shall be adored,
And this shall be their anthem:
One church, one faith, one Lord."	""	""	""	""
"SDAH_352"	"352. This Is My Will"	""	"SDA Hymnal (SDAH)"	"This is My will, My one command,
That love should dwell among you all.
This is My will that you should love
As I have shown that I love you."	"No greater love a man can have
Than that he die to save his friends.
You are My friends if you obey
What I command that you should do."	"You chose not Me, but I chose you
That you should go and bear much fruit.
I chose you out that you in Me
Should bear much fruit that will abide."	"All that I ask My Father, dear,
For My name's sake you shall receive.
This is My will, My one command,
That love should dwell in each, in all."	""	""	""	""
"SDAH_353"	"353. Father, Help Your People"	""	"SDA Hymnal (SDAH)"	"Father, help Your people in this world to build
Something of Your kingdom and to do Your will,
Lead us to discover partnership in love;
Bless our ways of sharing and our pride remove."	"Lord of desk and altar, bind our lives in one,
That in work and worship love may set the tone.
Give us grace to listen, clarity of speech;
Make us truly thankful for the gifts of each."	"Holy is the setting of each room and yard,
Lecture-hall and kitchen, office, shop, and ward.
Holy is the rhythm of our working hours;
Hallow then our purpose, energy, and pow'rs."	"Strengthen, Lord, for service hand and heart and brain;
Help us good relations daily to maintain.
Let the living presence of the servant Christ
Heighten our devotional, make our life a feast."	""	""	""	""
"SDAH_354"	"354. Thy Love, O God"	""	"SDA Hymnal (SDAH)"	"Thy love, O God, has all mankind created,
And led Thy people to this present hour;
In Christ we see life's glory consummated;
Thy Spirit manifests His living power."	"From out the darkness of our hope's frustration,
From all the broken idols of our pride,
We turn to seek Thy truth's illumination,
And find Thy mercy waiting at our side."	"In pity look upon Thy children's striving
For life and freedom, peace and brotherhood,
Till at the fullness of Thy truth arriving,
We find in Christ the crown of every good."	"Inspire Thy church, mid earth's discordant voices,
To preach the gospel of her Lord above,
Until the day this warring world rejoices
To hear the mighty harmonies of love."	""	""	""	""
"SDAH_355"	"355. Where Cross the Crowded Ways of Life"	""	"SDA Hymnal (SDAH)"	"Where cross the crowded ways of life,
Where sound the cries of race and clan,
Above the noise of selfish strife,
We hear Your voice, O Son of Man."	"From tender childhood's helplessness,
From human grief and burdened toil,
From famished souls, from sorrows, stress,
Your heart has never known recoil."	"The cup of water giv'n for You
Still holds the freshness of Your grace;
Yet long these multitudes to view
The strong compassion of Your face."	"O Master, from the mountainside
Make haste to heal these hearts of pain;
Among these restless throngs abide;
O tread the city's streets again;"	"Till all the world shall learn Your love
And follow where Your feet have trod,
Till glorious from Your heav'n above,
Shall come the city of our God."	""	""	""
"SDAH_356"	"356. All Who Love and Serve Your City"	""	"SDA Hymnal (SDAH)"	"All who love and serve your city,
All who bear its daily stress,
All who cry for peace and justice,
All who curse and all who bless,"	"In your day of loss and sorrow,
In your day of helpless strife,
Honor, peace, and love retreating,
Seek the Lord, who is your life."	"For all days are days of judgment,
And the Lord is waiting still,
Drawing near His friends who spurn Him,
Off'ring peace from Calv'ry's hill."	"Risen Lord, shall yet the city
Be the city of despair?
Come today, our judge, our glory;
Be its name ""The Lord is there!"""	""	""	""	""
"SDAH_357"	"357. Come, Labor On"	""	"SDA Hymnal (SDAH)"	"Come, labor on.
Who dares stand idle on the harvest plain
While all around him waves the golden grain?
And to each servant does the Master say,
""Go work today."""	"Come, labor on.
Claim the high calling angels cannot share;
To young and old the gospel gladness bear;
Redeem the time; its hours too swiftly fly.
The night draws nigh."	"Come, labor on.
No time for rest; till glows the western sky,
Till the long shadows o'er our pathway lie,
And a glad sound comes with the setting,
""Well done, well done!"""	""	""	""	""	""
"SDAH_358"	"358. Far and Near the Fields Are Teeming"	"J. O. Thompson, 1885; J. B. O. Clemm, 1895"	"SDA Hymnal (SDAH)"	"Far and near the fields are teeming
With the sheaves of ripened grain;
Far and near their gold is gleaming
O'er the summy slope and plain."	"Lord of harvest, send forth reapers!
Hear us, Lord, to Thee we cry;
Send them now the sheaves to gather,
Ere the harvesttime pass by."	"Send them forth with morn's first beaming,
Send them in the noontides's glare;
When the sun's last rays are streaming,
Bid them gather everywhere."	"O thou, whom thy Lord is sending,
Gather now the sheaves of gold;
Heavenward then at evening wending
Thou shalt come with joy untold."	""	""	""	""
"SDAH_359"	"359. Hark! the Voice of Jesus Calling"	""	"SDA Hymnal (SDAH)"	"Hark! the voice of Jesus calling,
""Who will go and work today?
Fields are white, the harvest waiting,
Who will bear the sheaves away?""
Loud and long the Master calleth,
Rich reward He offers free;
Who will answer, gladly saying,
""Here am I, O Lord, send me""?"	"If you cannot cross the ocean
And the heathen lands explore,
You can find the heathen nearer,
You can help them at your door;
If you cannot speak like angels,
If you cannot preach like Paul,
You can tell the love of Jesus,
You can say He died for all."	"If you cannot be the watchman,
Standing high on Zion's wall,
Pointing out the path to heaven,
Offering life and peace to all;
With your prayers and with your bounties
You can do what Heaven demands,
You can be like faithful Aaron,
Holding up the prophet's hands."	"While the souls of men are dying,
And the Master calls for you,
Let none hear you idly saying,
""There is nothing I can do!""
Gladly take the task He gives you,
Let His work your pleasure be;
Answer quickly when He calleth,
""Here am I, O Lord, send me."""	""	""	""	""
"SDAH_360"	"360. From the Eastern Mountains"	""	"SDA Hymnal (SDAH)"	"From the eastern mountains
Pressing on they come,
Wise men in their wisdom,
To His humble home;
Stirred by deep devotion,
Hasting from afar,
Ever journeying onward,
Guided by a star."	"There their Lord and Savior
Meek and lowly lay,
Wondrous light that led them
Onward on their way,
Ever now to lighten
Nations from afar,
As they journey homeward
By that guiding star."	"Gather in the outcasts
All who've gone astray,
Throw Thy radiance o'er them,
Guide them on their way;
Those who never knew Thee,
Those who've wandered far,
Guide them by the brightness
Of Thy guiding star."	"Until every nation,
Whether bond or free,
'Neath Thy starlit banner,
Jesus follows thee.
O'er the distant mountains
To that heavenly home,
Where no sin nor sorrow
Evermore shall come."	""	""	""	""
"SDAH_361"	"361. Hark! 'Tis the Shepherd's Voice I Hear"	""	"SDA Hymnal (SDAH)"	"Hark! 'tis the Shepherd's voice I hear,
Out in the desert dark and drear,
Calling the sheep who've gone astray,
Far from the Shepherd's fold away."	"Bring them in,
Bring them in,
Bring them in from the fields of sin;
Bring them in,
Bring them in,
Bring the wanderers to Jesus."	"Who'll go and help the Shepherd kind,
Help Him the wandering ones to find?
Who'll bring them back into the fold,
Where they'll be sheltered from the cold?"	"Out in the desert hear their cry,
Out on the mountain wild and high,
Hark! 'tis the Master speaks to thee,
""Go, find My sheep where'er they be."""	""	""	""	""
"SDAH_362"	"362. Lift High the Cross"	""	"SDA Hymnal (SDAH)"	"Lift high the cross, the love of Christ proclaim
Till all the world adore His sacred name."	"Come, Christians, follow where our Captain trod,
Our King victorious, Christ, the Son of God."	"Led on their way by this triumphant sign,
The hosts of God in conqu'ring ranks combine."	"All newborn soldiers of the Crucified
Bear on their brows the seal of Him who died."	"O Lord, once lifted on the glorious tree,
As Thou hast promised, draw us all to Thee."	"So shall our song of triumph ever be:
Praise to the Crucified for victory!"	""	""
"SDAH_363"	"363. Lord, Whose Love in Humble Service"	""	"SDA Hymnal (SDAH)"	"Lord, whose love in humble service
Bore the weight of human need,
Who upon the cross, forsaken,
Worked Your mercy's perfect deed:
We, Your servants, bring the worship
Not of voice alone, but heart;
Consecrating to Your purpose
Every gift which You impart."	"Still Your children wander homeless;
Still the hungry cry for bread;
Still the captives long for freedom;
Still in grief we mourn our dead.
As you, Lord, in deep compassion
Healed the sick and freed the soul,
By Your Spirit send Your power
To our world to make it whole."	"As we worship, grant us vision,
Till your love's revealing light
In its height and depth and greatness
Dawns upon our quickened sight,
Making known the needs and burdens
Your compassion bids us bear,
Stirring us to ardent service,
Your abundant life to share."	""	""	""	""	""
"SDAH_364"	"364. O Jesus Christ, to You"	""	"SDA Hymnal (SDAH)"	"O Jesus Christ, to You may hymns be rising
In every city for Your love and care;
Inspire our worship, grant the glad surprising
That Your blest Spirit brings men everywhere."	"Grant us new courage, sacrificial, humble,
Strong in Your strength to venture and to dare,
To lift the fallen, guide the feet that stumble,
Seek out the lonely and God's mercy share."	"Show us Your Spirit, brooding o'r each city,
As You did weep above Jerusalem,
Seeking to gather all in love and pity,
And healing those who touch Your garment's hem."	""	""	""	""	""
"SDAH_365"	"365. O Zion, Haste"	""	"SDA Hymnal (SDAH)"	"O Zion, haste, thy mission high fulfilling,
To tell to all the world that God is light;
That He who made all nations is not willing
One soul should perish, lost in shades of night."	"Publish glad tidings,
Tidings of peace;
Tidings of Jesus,
Redemption and release."	"Proclaim to every people, tongue, and nation
That God, in whom they live and move, is love;
Tell how He stooped to save His lost creation,
And died on earth that we might live above."	"Give of thy sons to bear the message glorious;
Give of thy wealth to speed them on their way;
Pour out thy soul for them in prayer victorious;
And all thou spendest Jesus will repay."	"He comes again; O Zion, ere thou meet Him,
Make known to every heart His saving grace;
Let none whom He hath ransomed fail to greet Him,
Through thy neglect, unfit to see His face."	""	""	""
"SDAH_366"	"366. O Where Are the Reapers?"	""	"SDA Hymnal (SDAH)"	"O where are the reapers that garner in
The sheaves of the good from the fields of sin?
With sickles of truth must the work be done,
And no one may rest till the ""harvest home."""	"Where are the reapers? O who will come
And share in the glory of the ""harvest home""?
O who will help us to garner in
The sheaves of good from the fields of sin?"	"The fields all are ripening, and far and wide
The world now is waiting the harvest tide:
But reapers are few, and the work is great,
And much will be lost should the harvest wait."	"So come with your sickles, ye sons of men,
And gather together the golden grain;
Toil on till the Lord of the harvest come,
Then share ye His joy in the ""harvest home."""	""	""	""	""
"SDAH_367"	"367. Rescue the Perishing"	"Fanny J. Crosby, 1869 (1820 - 1915)"	"SDA Hymnal (SDAH)"	"Rescue the perishing,
Care for the dying;
Snatch them in pity from sin and the grave;
Weep o'er the erring one,
Lift up the fallen,
Tell them of Jesus, the mighty to save."	"Rescue the perishing,
Care for the dying;
Jesus is merciful,
Jesus will save."	"Though they are slighting Him,
Still He is waiting,
Waiting the penitent child to receive.
Plead with them earnestly,
Plead with them gently;
He will forgive if they only believe."	"Rescue the perishing,
Duty demands it;
Strength for thy labor the Lord will provide;
Back to the narrow way
Patiently win them;
Tell the poor wanderer a Savior has died."	""	""	""	""
"SDAH_368"	"368. Watchman, Blow the Gospel Trumpet"	""	"SDA Hymnal (SDAH)"	"Watchman, blow the gospel trumpet,
Every soul a warning give;
Whosoever hears the message
May repent, and turn and live."	"Blow the trumpet, trusty watchman,
Blow it loud o'er land and sea;
God commissions, sound the message!
Every captive may be free."	"Sound it loud o'er every hilltop,
Gloomy shade and sunny plain;
Ocean depths repeat the message,
Full salvation's glad refrain."	"Sound it in the hedge and highway,
Earth's dark spots where exiles roam;
Let it tell all things are ready,
Father waits to welcome home."	"Sound it for the heavy laden,
Weary, longing to be free;
Sound a Savior's invitation,
Sweetly saying, ""Come to me."""	""	""	""
"SDAH_369"	"369. Bringing in the Sheaves"	""	"SDA Hymnal (SDAH)"	"Sowing in the morning, sowing seeds of kindness,
Sowing in the noontide and the dewy eve;
Waiting for the harvest, and the time of reaping,
We shall come rejoicing, bringing in the sheaves."	"Bringing in the sheaves,
Bringing in the sheaves,
We shall come rejoicing,
Bringing in the sheaves,
Bringing in the sheaves,
Bringing in the sheaves,
We shall come rejoicing,
Bringing in the sheaves."	"Sowing in the sunshine, sowing in the shadows,
Fearing neither clouds nor winter's chilling breeze;
By and by the harvest, and the labor ended,
We shall come rejoicing, bringin in the sheaves."	"Going forth with weeping, sowing for the Master,
Though the loss sustained our spirit often grieves;
When our weeping's over, He will bid us welcome,
We shall come rejoicing, bringing in the sheaves."	""	""	""	""
"SDAH_370"	"370. Christ for the World"	""	"SDA Hymnal (SDAH)"	"Christ for the world we sing;
The world to Christ we bring
With loving zeal;
The poor and them that mourn,
The faint and overborne,
Sin-sick and sorrow-worn,
Whom Christ doth heal."	"Christ for the world we sing;
The world to Christ we bring
With fervent prayer;
The wayward and the lost,
By restless passions tossed,
Redeemed at countless cost
From dark despair."	"Christ for the world we sing;
The world to Christ we bring
With joyful song;
The newborn souls, whose days,
Reclaimed from error's ways,
Inspired with hope and praise,
To Christ belong."	""	""	""	""	""
"SDAH_371"	"371. Lift Him Up"	""	"SDA Hymnal (SDAH)"	"Lift Him up, 'tis He that bids you,
Let the dying look and live;
To all weary, thirsting sinners,
Living waters will He give;
And though once so meek and lowly,
Yet the Prince of heaven was He;
And the blind, who grope in darkness,
Through the blood of Christ shall see."	"Lift Him up, the risen Savior,
High amid the waiting throng;
Lift Him up, 'tis He that speaketh,
Now He bids you flee from wrong."	"Lift Him up, this precious Savior,
Let the multitude behold;
They with willing hearts shall seek Him,
He will draw them to His fold;
They shall gather from the wayside,
Hastening on with joyous feet,
They shall bear the cross of Jesus,
And shall find salvation sweet."	"Lift Him up in all His glory,
'Tis the Son of God on high;
Lift Him up, His love shall draw them,
E'en the careless shall draw nigh;
Let them hear again the story
Of the cross, the death of shame;
And from tongue to tongue repeat it;
Mighty throngs shall bless His name."	"O then lift Him up in singing,
Lift the Savior up in prayer;
He, the glorious Redeemer,
All the sins of men did bear;
Yes, the young shall bow before Him,
And the old their voices raise;
All the deaf shall hear hosannah;
And the dumb shall shout His praise."	""	""	""
"SDAH_372"	"372. How Beauteous Are Their Feet"	""	"SDA Hymnal (SDAH)"	"How beauteous are their feet
Who stand on Zion's hill;
Who bring salvation on their tongues,
And words of peace reveal!"	"How charming is their voice,
So sweet the tidings are:
""Zion, behold thy Savior King;
He reigns and triumphs here!"""	"How happy are our ears,
That hear the joyful sound
Which kings and prophets waited for,
And sought, but never found!"	"How blessed are our eyes,
That see this heavenly light;
Prophets and kings desired it long,
But died without the sight!"	"The watchmen join their voice,
And tuneful notes employ;
Jerusalem breaks forth in songs,
And deserts learn the joy."	""	""	""
"SDAH_373"	"373. Seeking the Lost"	""	"SDA Hymnal (SDAH)"	"Seeking the lost — yes, kindly entreating
Wanderers on the mountain astray;
""Come unto Me,"" His message repeating,
Words of the Master speaking today."	"Going afar upon the mountain,
Bringing the wand'rer back again,
Into the fold of my Redeemer,
Jesus, the Lamb for sinners slain."	"Seeking the lost — and pointing to Jesus
Souls that are weak and hearts that are sore,
Leading them forth in ways of salvation,
Showing the path to life evermore."	"Thus I would go on missions of mercy,
Following Christ from day unto day,
Cheering the faint and raising the fallen,
Pointing the lost to Jesus, the Way."	""	""	""	""
"SDAH_374"	"374. Jesus, With Thy Church Abide"	""	"SDA Hymnal (SDAH)"	"Jesus, with Thy church abide;
Be her Savior, Lord, and Guide,
While on earth her faith is tried:
We beseech Thee, hear us."	"May her voice be ever clear,
Warning of a judgment near,
Telling of a Savior dear:
We beseech Thee, hear us."	"May she guide the poor and blind,
Seek the lost until she find,
And the broken hearted bind:
We beseech Thee, hear us."	"May she holy triumphs win,
Overthrow the hosts of sin,
Gather all the nations in:
We beseech Thee, hear us."	""	""	""	""
"SDAH_375"	"375. Work, for the Night Is Coming"	""	"SDA Hymnal (SDAH)"	"Work for the night is coming,
Work through the morning hours;
Work while the dew is sparkling;
Work 'mid springing flowers.
Work when the day grows brighter,
Work in the glowing sun;
Work for the night is coming,
When man's work is done."	"Work, for the night is coming;
Work through the sunny noon;
Fill brightest hours with labor,
Rest comes sure and soon;
Give every flying minute
Something to keep in store;
Work for the night is coming,
When man works no more."	"Work, for the night is coming:
Under the sunset skies,
While their bright tints are glowing,
Work for daylight flies.
Work till the last beam fadeth,
Fadeth to shine no more;
Work, for the Lord is coming,
When man's work is o'er."	""	""	""	""	""
"SDAH_376"	"376. All Things Are Thine"	""	"SDA Hymnal (SDAH)"	"All things are Thine; no gift have we,
Lord of all gifts, to offer Thee;
And hence with grateful hearts today,
Thine own before Thy feet we lay."	"Thy will was in the builder's thought;
Thy hand unseen amidst us wrought;
Thro' mortal motive, scheme and plan,
Thy wise, eternal purpose ran."	"No lack Thy perfect fullness knew;
For human needs and longings grew
This house of prayer — this home of rest.
Here may Thy saints be often blessed."	"In weakness and in want we call
On Thee, for whom the heav'ns are small;
Thy glory is Thy children's good,
Thy joy Thy tender Fatherhood."	"O Father! deign these walls to bless;
Make this the abode of righteousness,
And let these doors a gateway be
To lead us from ourselves to Thee!"	""	""	""
"SDAH_377"	"377. Go Forth, Go Forth With Christ"	""	"SDA Hymnal (SDAH)"	"Go forth, go forth with Christ,
Who called you to this day,
He who has led, will lead
And keep you in His way:
His word is fast, His promise sure
To all who serve Him and endure."	"Go forth, go forth with Christ,
With purpose not your own,
Each vict'ry you shall gain
Through Him your Lord alone:
To guard you in fidelity
His Spirit shall your strength'ner be."	"Go forth, go forth with Christ,
His Priesthood you shall share,
Who bought us by His blood
To be His servants here:
Walk in the way your Savior trod,
Go forth with Him, go forth with God."	""	""	""	""	""
"SDAH_378"	"378. Go, Preach My Gospel"	""	"SDA Hymnal (SDAH)"	"""Go, preach My gospel,"" saith the Lord;
""Bid the whole world My grace receive;
He shall be saved who trusts My word,
And they condemned who disbelieve."	"""I'll make your great commission known,
And ye shall prove My gospel true
By all the works that I have done,
By all the wonders ye shall do."	"""Teach all the nations My commands;
I'm with you till the world shall end;
All power is vested in My hands;
I can destroy, and I defend."""	"He spake, and light shone round His head;
On a bright cloud to heaven He rode;
They to the farthest nations spread
The grace of their ascended Lord."	""	""	""	""
"SDAH_379"	"379. We Give This Child to You"	""	"SDA Hymnal (SDAH)"	"We give this child to You,
Our precious gift of love.
Help us to lead each step aright
With guidance from above."	"O bless each child of Yours,
And grant when they are grown,
They will have learned to love Your way,
And choose it for their own."	"We give ourselves to You,
And may Your Spirit fill
Our hearts and home, that all we do
Be subject to Your will."	""	""	""	""	""
"SDAH_380"	"380. Welcome, Day of Sweet Repose"	""	"SDA Hymnal (SDAH)"	"Welcome, day of sweet repose!
Blessed be thy sacred hours!
We would trust the One who knows
All our weak and failing powers."	"Welcome, day in Eden born!
Holy rest for sinless man!
Like the dawning of fair morn
Come thy hours to us again."	"Welcome, day blessed by our Lord!
Toil shall cease and anxious care.
Day commanded by His word,
Day for song and praise and prayer."	"Welcome, day our Savior kept!
Keeping, wrought our righteousness,
Day God bids us ne'er forget,
Day of days His name to bless."	""	""	""	""
"SDAH_381"	"381. Holy Sabbath Day of Rest"	""	"SDA Hymnal (SDAH)"	"Holy Sabbath day of rest,
By our Master richly blest,
God created and divine,
Set aside for holy time."	"Yes, the holy Sabbath rest,
By our God divinely blest,
It to us a sign shall be
Throughout all eternity."	"Seek not pleasures of this earth,
With its folly, noise, and mirth,
There are better things in store,
Over on the other shore."	"As the Sabbath draweth on
Friday eve at set of sun,
Christian household then should meet,
Sing and pray at Jesus' feet."	"Asking Him for saving grace,
Also vict'ry in the race,
And to help us by His pow'r,
To keep holy every hour."	""	""	""
